Customer Name,Customer e-mail,Country,Gender,Age,Annual Salary,Credit Card Debt,Net Worth,Car Purchase Amount
Jessica Taylor,jessica.taylor@example.com,Canada,0,60,59793.73,989.84,566266.3,52651.02
Patricia Garcia,emily.davis@example.com,Canada,1,34,120271.44,21682.46,313282.17,95675.95
Alex Johnson,michael.brown@example.com,USA,1,53,76847.63,2476.18,806997.89,59346.14
Lisa White,sarah.wilson@example.com,Australia,0,46,63496.29,7698.69,318276.09,40673.85
Karen Clark,emily.davis@example.com,Canada,1,45,45844.17,32026.86,351736.89,5836.86
John Doe,andrew.martin@example.com,Australia,1,36,65860.2,18319.56,224465.37,67922.57
Patricia Garcia,sarah.wilson@example.com,USA,0,23,71089.53,14053.59,160270.6,40760.72
Alex Johnson,chris.lee@example.com,Germany,0,30,76460,13058.42,1179724.27,97699.13
Chris Lee,andrew.martin@example.com,Australia,0,61,41733.18,4303.04,490923.65,53646.4
Andrew Martin,patricia.garcia@example.com,Australia,0,23,93754.73,27503.43,299286.69,25423.36
Daniel Anderson,jessica.taylor@example.com,Canada,0,44,75737.6,16513.87,474045.09,69706.3
Chris Lee,steven.martinez@example.com,Australia,0,62,97053.98,7292.14,987193.31,51537.12
Andrew Martin,daniel.anderson@example.com,USA,0,70,88953.75,5745.88,535317.95,52174.55
Chris Lee,karen.clark@example.com,Germany,0,47,83825.35,781.13,617678.94,22924.33
Daniel Anderson,sarah.wilson@example.com,USA,1,58,143523.59,25563.33,742684.45,47913.99
Lisa White,daniel.anderson@example.com,USA,1,19,64649.74,18819.3,1045206.76,59861.51
Lisa White,chris.lee@example.com,UK,0,53,142535.34,32347.8,828634.36,68270.06
Jane Smith,lisa.white@example.com,Australia,1,48,109604.3,26763.4,418499.81,75929.2
Chris Lee,emily.davis@example.com,USA,1,45,99184.6,22920.54,596753.26,53751.66
Steven Martinez,john.doe@example.com,Australia,0,33,97701.33,9666.47,423704.57,37777.84
Lisa White,jessica.taylor@example.com,Germany,1,32,76736.09,30529.24,480988.36,98395.07
Emily Davis,lisa.white@example.com,Germany,0,32,173411.64,21067.52,1229309.83,72552.29
Chris Lee,lisa.white@example.com,USA,1,18,68920.79,3381.71,291616.89,9571.55
Jessica Taylor,chris.lee@example.com,Germany,1,58,119166.22,21735.17,433323.36,42813.65
Steven Martinez,daniel.anderson@example.com,Germany,0,46,69002,13948.29,469548.27,38492.72
Chris Lee,patricia.garcia@example.com,USA,0,21,110979.03,25288.94,733659.42,61273.8
Sarah Wilson,karen.clark@example.com,Canada,1,23,157562.35,28813.83,799157,89447.11
Mark Thompson,mark.thompson@example.com,Australia,0,21,164507.82,33513.24,1962031.13,57662.59
Steven Martinez,daniel.anderson@example.com,UK,1,47,63243.87,5870.34,629037.5,82398.87
Jessica Taylor,emily.davis@example.com,Germany,1,31,120969.3,21297.7,441494.98,24279.23
Jane Smith,alex.johnson@example.com,Canada,0,33,85084.78,29023.37,1028028.76,12875.68
Jessica Taylor,alex.johnson@example.com,UK,0,31,138787.16,24420.83,462738.4,81925.63
Steven Martinez,michael.brown@example.com,UK,0,38,126592.42,25889.84,628893.28,49945.32
Emily Davis,john.doe@example.com,Germany,1,28,46451.39,18147.67,471434.37,79438.59
Lisa White,karen.clark@example.com,Germany,1,44,34393.06,18470.8,1009581.82,12040.36
Jessica Taylor,karen.clark@example.com,USA,0,61,142554.25,27185.93,375651.96,5145.85
Mark Thompson,steven.martinez@example.com,Germany,1,65,114008.26,26522.19,1007076.94,45541.56
Daniel Anderson,steven.martinez@example.com,Canada,1,28,107576.61,17065.63,423950.44,65738.88
Steven Martinez,michael.brown@example.com,Germany,1,33,71563.46,22588.34,168668.36,33873.23
Lisa White,daniel.anderson@example.com,Germany,0,35,180740.1,11815.28,893250.92,78851.64
Patricia Garcia,patricia.garcia@example.com,USA,0,46,126288.9,15261.39,1022830.19,12859.02
Steven Martinez,jessica.taylor@example.com,Germany,0,56,52811.82,11167.68,1723337.76,64387.21
Jane Smith,john.doe@example.com,UK,0,51,114526.45,12457.57,707218.13,68893.86
Chris Lee,mark.thompson@example.com,Germany,0,31,90816.02,30631.42,1408006.71,52539.49
Daniel Anderson,patricia.garcia@example.com,USA,1,67,51733.56,9696.57,356288.19,53098.48
Michael Brown,michael.brown@example.com,Canada,1,41,53642.33,2693.01,585521.28,95671.83
Emily Davis,michael.brown@example.com,USA,0,39,66633.26,23152.32,1125532.56,31131.47
Steven Martinez,michael.brown@example.com,Germany,0,30,74079.18,18722.13,252182.34,37876.31
Steven Martinez,alex.johnson@example.com,UK,0,34,52557.19,10026.28,607773.18,17632.21
Karen Clark,jane.smith@example.com,Canada,1,42,91391.55,5484.2,1164808.83,61536.4
Mark Thompson,karen.clark@example.com,Canada,0,32,129542.1,24619.41,336422.23,74635.81
Lisa White,daniel.anderson@example.com,Australia,0,30,58470.77,32220.39,985652.09,16379.54
Jessica Taylor,sarah.wilson@example.com,UK,0,23,45353.78,30280.24,1316481.53,83507.2
Karen Clark,alex.johnson@example.com,Canada,1,48,54203.06,5976.77,1300824.63,89096.26
Sarah Wilson,sarah.wilson@example.com,USA,0,50,93911.94,10391.25,376530.74,79058.41
Daniel Anderson,steven.martinez@example.com,UK,1,42,75293.85,4334.19,297946.61,83142.49
Mark Thompson,jane.smith@example.com,Australia,0,57,101713.1,32915.55,292998.37,59078.03
Andrew Martin,jessica.taylor@example.com,Canada,0,55,185892.8,26771.45,725852.78,36795.64
Jane Smith,karen.clark@example.com,USA,0,44,128231.76,22537.67,964662.24,42615.84
Patricia Garcia,andrew.martin@example.com,UK,1,57,157936.12,17940.8,1084474.54,72547.76
Chris Lee,chris.lee@example.com,Canada,0,52,183349.51,17066.21,465393.05,80652.7
Sarah Wilson,karen.clark@example.com,Canada,1,58,71602.91,23045.31,832214.37,87373.22
Alex Johnson,andrew.martin@example.com,UK,1,58,74398.2,10288.14,1241252.57,19025.86
Jane Smith,lisa.white@example.com,Canada,0,70,117898.18,20925.34,1130646.43,69292.95
Michael Brown,jane.smith@example.com,Germany,1,70,43940.28,29926.77,168102.93,34299.4
Jessica Taylor,daniel.anderson@example.com,Canada,1,34,39158.89,22711.86,1494049.89,24831
John Doe,mark.thompson@example.com,Australia,0,21,154584.84,31683.03,826517.87,7130.84
Jane Smith,karen.clark@example.com,Canada,0,21,162255.51,2179.48,1518728.52,25583.19
Patricia Garcia,michael.brown@example.com,UK,0,40,133432.76,15801.3,1573421.58,16418.29
Patricia Garcia,lisa.white@example.com,Canada,1,53,96057.3,28961.31,874795.86,33682.62
Emily Davis,karen.clark@example.com,USA,1,67,97319.2,19107.59,1165049.64,6780.81
Patricia Garcia,karen.clark@example.com,Canada,1,55,139391.44,30763.82,434280.69,63555.34
Chris Lee,chris.lee@example.com,Germany,1,68,122474,32846.63,663925.41,45964.53
Jane Smith,lisa.white@example.com,Canada,1,39,129526.02,28899.74,440255.18,14925.44
Michael Brown,mark.thompson@example.com,USA,1,22,113523.84,12883.35,1033776.48,70283.45
Michael Brown,jane.smith@example.com,USA,1,36,155739.57,23939.07,890097.15,66654.96
John Doe,steven.martinez@example.com,Canada,0,30,78300.64,34451.65,663595.27,89749.72
Jane Smith,steven.martinez@example.com,USA,1,39,60284.24,13543,1394619.94,60998.04
Alex Johnson,chris.lee@example.com,Canada,1,61,44001.15,16466.28,732317.59,99152.15
Mark Thompson,karen.clark@example.com,Canada,0,67,65118.56,4507.13,1395664.52,58035.09
Mark Thompson,sarah.wilson@example.com,USA,1,38,158451.92,22258.1,333361.97,46104.01
Mark Thompson,alex.johnson@example.com,Canada,0,47,76464.45,25132,1350709.87,97058.1
Jane Smith,lisa.white@example.com,Germany,0,64,119848.82,14668.52,690542.42,33709.5
Jane Smith,andrew.martin@example.com,USA,0,51,163245.94,34812.26,893456.06,82095.6
Jane Smith,chris.lee@example.com,USA,0,52,65933.01,19846.17,582961.13,15349.79
Mark Thompson,karen.clark@example.com,USA,0,37,111670.31,22889.21,287944.08,25636.67
Sarah Wilson,alex.johnson@example.com,USA,0,26,53427.32,10154.65,1321935.23,8211.26
Sarah Wilson,sarah.wilson@example.com,UK,1,30,71836.61,33341.59,722773.15,45520.43
Jessica Taylor,michael.brown@example.com,Germany,1,31,88125.75,11370.81,113305.75,51927.53
Alex Johnson,john.doe@example.com,USA,0,34,148941.72,2017.05,398910.45,57304.73
John Doe,steven.martinez@example.com,Canada,1,43,63721.7,10755.27,408109.77,74655.71
Michael Brown,patricia.garcia@example.com,Canada,1,58,137085.56,10039.92,566396.51,68437.92
Alex Johnson,jessica.taylor@example.com,Canada,0,25,42785.19,23097.72,258433.05,50787.4
Jessica Taylor,mark.thompson@example.com,UK,1,31,68906.2,26286.98,284654.01,19568.1
Karen Clark,steven.martinez@example.com,USA,1,43,73066.44,8812.66,1310130,17140.47
Lisa White,jane.smith@example.com,Germany,1,53,62641.82,21502.98,302770.68,87055.13
Michael Brown,andrew.martin@example.com,UK,0,67,120201.55,5496.1,868811.1,81952.24
Chris Lee,andrew.martin@example.com,Canada,0,20,81202.81,33313.99,692617.59,72233.8
Mark Thompson,andrew.martin@example.com,Canada,0,62,49603.65,22058.13,338832.71,79112.33
Daniel Anderson,sarah.wilson@example.com,USA,1,48,98863.95,34932.4,82116.67,72382.34
Lisa White,daniel.anderson@example.com,UK,0,29,81897.69,15066.54,869017.97,51429.2
Karen Clark,sarah.wilson@example.com,Canada,0,37,67857.8,20994.64,1225067.96,38024.56
Steven Martinez,emily.davis@example.com,Canada,1,31,76865.88,1472.24,1446068.13,89972.03
Michael Brown,lisa.white@example.com,Canada,0,20,70952.39,27077.33,344341.48,12815.64
Mark Thompson,jessica.taylor@example.com,USA,1,48,122579.53,29692.69,444037.13,49314.84
Jessica Taylor,mark.thompson@example.com,Canada,1,49,77391.66,24711.44,318489.32,62367.63
John Doe,jessica.taylor@example.com,Canada,0,68,46796.44,5013,1137719.66,68855.03
Andrew Martin,andrew.martin@example.com,Australia,0,56,91387.06,18328.76,955529.53,97142.46
Steven Martinez,jane.smith@example.com,UK,1,49,115300.73,25396.39,526180,5618.54
Steven Martinez,emily.davis@example.com,USA,0,43,91785.34,5694.07,293293.06,80292
Jane Smith,michael.brown@example.com,Germany,1,50,67631.81,33875.18,950704.34,45372.95
Alex Johnson,lisa.white@example.com,Canada,0,61,81002.11,7371.13,1016312.13,29856.57
Jessica Taylor,jane.smith@example.com,Canada,0,50,71699,34243.77,952771.91,7884.86
Alex Johnson,sarah.wilson@example.com,UK,1,51,61643.1,14926.4,1128231.12,30786.68
Chris Lee,chris.lee@example.com,UK,1,56,111527.86,33478.27,468205.29,82917.55
Chris Lee,jane.smith@example.com,Germany,1,39,61367.5,25469.28,694096.56,40709.25
Alex Johnson,emily.davis@example.com,Canada,1,36,85729.46,15321.5,1820938.25,88720.33
Andrew Martin,patricia.garcia@example.com,UK,1,67,104855.3,14251.1,517327.16,81984.14
Jane Smith,mark.thompson@example.com,UK,0,20,76373.07,8941.93,1013133.32,90938.17
Chris Lee,jessica.taylor@example.com,USA,1,54,73575.48,13996.99,918131.92,40230.86
Alex Johnson,john.doe@example.com,Canada,0,36,70191.47,26656.77,853825.8,76144.19
Daniel Anderson,jane.smith@example.com,UK,1,22,100677.22,20351.31,162652.46,22738.66
Alex Johnson,andrew.martin@example.com,Canada,0,25,65666.52,3076.12,1706254.56,10703.4
Emily Davis,karen.clark@example.com,Canada,1,27,32188.03,26154.47,705800.76,28287.4
Lisa White,emily.davis@example.com,USA,0,39,89388.43,1277.99,1014868.54,16101.58
Andrew Martin,emily.davis@example.com,USA,1,60,47862.51,25150.24,867046.78,67974.88
Alex Johnson,john.doe@example.com,Canada,1,43,65237.75,31842.28,665208.15,30210.16
Sarah Wilson,karen.clark@example.com,Canada,0,30,150860.72,1608.31,274538.58,58662.7
Patricia Garcia,lisa.white@example.com,Canada,0,32,133941.65,24258.33,388668.59,54593.75
Michael Brown,lisa.white@example.com,Australia,1,23,49268.03,26994.25,458213.82,56260.37
Karen Clark,karen.clark@example.com,USA,0,55,65869.61,18045.37,1558807.87,86276.12
Lisa White,mark.thompson@example.com,Canada,1,49,122500.82,23988.96,827933.42,25810.89
Steven Martinez,jane.smith@example.com,Canada,0,48,160101.64,33356.93,377814.7,42548.99
Patricia Garcia,andrew.martin@example.com,Germany,0,39,46923.34,34053.7,966254.03,74399.14
Michael Brown,mark.thompson@example.com,USA,0,33,149652.81,24083.47,1078911.02,14240.68
Daniel Anderson,alex.johnson@example.com,UK,0,27,103990.36,26641.97,977750.15,26513.67
Mark Thompson,mark.thompson@example.com,USA,1,45,70271.04,19146.94,209864.63,97301.12
Alex Johnson,patricia.garcia@example.com,Canada,0,66,186478.19,1413.61,368609.3,93921.55
Mark Thompson,sarah.wilson@example.com,UK,1,28,84946.1,9155.2,301198.4,13188.64
John Doe,lisa.white@example.com,Australia,0,24,55631.02,24417.82,679957.12,80234.56
Daniel Anderson,sarah.wilson@example.com,USA,1,28,44942.05,545.13,1290428.31,61194.72
Patricia Garcia,andrew.martin@example.com,Canada,0,21,61845.84,11050.4,928785.05,60479.61
Mark Thompson,karen.clark@example.com,Canada,0,53,97975.67,23423.07,332789.89,66365.45
Lisa White,daniel.anderson@example.com,Germany,0,41,107619.42,17994.16,283574.35,51510.23
Alex Johnson,jane.smith@example.com,USA,0,46,131559.96,8175.43,1588061.66,76879.87
Sarah Wilson,john.doe@example.com,USA,1,55,33008.92,3634.56,1028139.11,53617.37
Andrew Martin,andrew.martin@example.com,Canada,1,29,135834.56,29680,1801911.63,45340.3
Emily Davis,michael.brown@example.com,UK,1,66,69632.51,5194.16,529906.75,66152.98
Emily Davis,chris.lee@example.com,USA,1,19,51958.44,7529.69,1219982.41,22545.43
Lisa White,daniel.anderson@example.com,Canada,0,31,32676.75,22784.55,977331.86,33869.56
Lisa White,jessica.taylor@example.com,Canada,1,32,53309.38,29555.64,840906.6,38394.65
John Doe,emily.davis@example.com,USA,0,50,58661.25,27358.15,610537.04,40952.11
John Doe,chris.lee@example.com,USA,0,53,54871.46,22879.55,353770.56,63565.88
Chris Lee,karen.clark@example.com,USA,0,43,68635.53,10219.77,174744.55,9977.58
Karen Clark,alex.johnson@example.com,Canada,0,51,154982.31,10961.9,673096.52,84531.39
John Doe,john.doe@example.com,USA,1,63,89884.04,14124.33,441727.14,85892.02
Emily Davis,alex.johnson@example.com,USA,1,45,41744.01,29966.92,1134063.2,61152.02
Lisa White,daniel.anderson@example.com,Canada,1,45,40718.9,24391.42,776413.25,46290.05
Andrew Martin,jessica.taylor@example.com,Canada,0,68,105612.58,8417.19,318186.62,17850.29
Patricia Garcia,lisa.white@example.com,Canada,0,64,48581.86,21496.73,1868300.7,78927.74
Karen Clark,daniel.anderson@example.com,Canada,1,68,48243.27,10038.17,555646.6,55157.04
John Doe,john.doe@example.com,USA,1,24,128341.3,27887.89,269346.99,37018.67
Karen Clark,patricia.garcia@example.com,Australia,0,62,131106.61,14100.52,786677.27,51392.58
Mark Thompson,emily.davis@example.com,Canada,1,25,90779.88,25777.48,194303.96,43428.11
Andrew Martin,alex.johnson@example.com,USA,1,53,180004.97,10154.07,595493.62,71629.07
Michael Brown,michael.brown@example.com,Canada,0,23,166278.22,13201.22,553535.03,65157.71
Michael Brown,patricia.garcia@example.com,Germany,0,51,68505.54,28940.93,567224.96,42700.02
Karen Clark,michael.brown@example.com,UK,0,26,90937.92,32809.27,768363.47,48951.08
Sarah Wilson,steven.martinez@example.com,USA,1,21,106425.16,22877.24,1299247.24,27443.15
Sarah Wilson,andrew.martin@example.com,Germany,1,18,73001.87,9735.57,516207.71,37679.53
John Doe,patricia.garcia@example.com,Germany,1,51,51409.11,30616.09,1113930.14,37809.19
Emily Davis,michael.brown@example.com,Canada,0,58,58253.02,13399.32,371367,19028.68
Mark Thompson,michael.brown@example.com,USA,0,65,49563.85,28846.46,455313.62,87851.72
John Doe,john.doe@example.com,UK,1,29,43908.99,7073.26,593321.56,19772.35
Andrew Martin,karen.clark@example.com,Germany,0,32,58622.91,29014.9,692658.69,49858.45
Mark Thompson,patricia.garcia@example.com,Canada,0,54,133465.89,10773.82,680853.42,95025.16
Alex Johnson,daniel.anderson@example.com,USA,0,40,54537.28,14522.78,253159.54,88725.54
Jessica Taylor,patricia.garcia@example.com,Australia,0,54,111799.9,11850.9,1081622.67,64812.47
Andrew Martin,daniel.anderson@example.com,Australia,0,22,60786.78,25920.05,659408.59,6914.77
Sarah Wilson,lisa.white@example.com,USA,0,20,141574.58,33286.3,276278.3,40414.9
Emily Davis,mark.thompson@example.com,USA,1,44,81408.4,4909.57,259242.8,7971.9
Emily Davis,emily.davis@example.com,Germany,1,58,42887.59,28737.7,982191.3,37733.33
Andrew Martin,daniel.anderson@example.com,USA,1,31,35348.44,31876.48,168237.41,65191.97
Lisa White,daniel.anderson@example.com,USA,0,26,34692.1,20845.58,928953.44,85170.92
Chris Lee,sarah.wilson@example.com,Germany,1,40,143950.09,26201.98,542128.53,7826.99
Michael Brown,michael.brown@example.com,USA,1,68,106727.27,9451.35,1575165.79,13532.73
Michael Brown,karen.clark@example.com,Canada,1,36,139632.54,4192.13,302191.62,85878.94
Chris Lee,jane.smith@example.com,USA,1,57,145847.15,14533.65,441867.89,69452.02
Karen Clark,sarah.wilson@example.com,Germany,1,20,121028.11,15301,886470.81,38194.61
Daniel Anderson,emily.davis@example.com,UK,1,27,144629.7,8971.93,468721.12,74972.56
Andrew Martin,john.doe@example.com,Australia,1,56,169232.66,11981.28,1804416.02,72736.72
Mark Thompson,chris.lee@example.com,UK,0,63,84087.5,846.71,1133940.08,24991.35
Lisa White,steven.martinez@example.com,Australia,0,65,49603.45,515.79,1089378.47,90407.58
Sarah Wilson,andrew.martin@example.com,USA,1,18,122077.73,3817.31,1615036.92,40608.35
Alex Johnson,chris.lee@example.com,Canada,0,26,37616.6,6468.64,355792.69,87462.46
Lisa White,michael.brown@example.com,Canada,0,19,87552.33,31397.59,1828154.29,64262.11
Lisa White,sarah.wilson@example.com,USA,1,46,143596.47,21686.7,594113.5,62057.16
Emily Davis,michael.brown@example.com,Australia,0,52,46842.83,33368.23,1356936.52,73348.25
Lisa White,lisa.white@example.com,Canada,0,19,143469.06,13710.46,917907.22,98416.37
Lisa White,michael.brown@example.com,Australia,1,39,52751.2,9163.08,389955.65,42346.48
John Doe,mark.thompson@example.com,USA,0,65,122895.75,28612.67,1352044.51,82300.91
Lisa White,sarah.wilson@example.com,USA,0,27,98263.58,7434.87,833588.15,62200.07
Alex Johnson,alex.johnson@example.com,Germany,1,69,120548.88,4027.24,520047.16,45876.3
Jane Smith,lisa.white@example.com,USA,0,67,162593.89,4800.82,985827.86,74038.47
Jessica Taylor,patricia.garcia@example.com,USA,1,44,104847.36,900.06,844866.29,69764.8
Alex Johnson,jane.smith@example.com,USA,0,70,71487,6286.24,236107.14,31353.95
Chris Lee,lisa.white@example.com,UK,1,48,92720.17,16529.48,330629.55,95997.69
Steven Martinez,jane.smith@example.com,USA,1,19,98590,11144.03,571194.16,49631.56
Patricia Garcia,karen.clark@example.com,Germany,0,29,57874.11,30796.9,446306.5,92202.43
Jessica Taylor,emily.davis@example.com,Canada,0,54,48491.35,29829.16,855416.78,32226.48
Sarah Wilson,karen.clark@example.com,Australia,0,36,79344.49,5163.55,1035836.74,35441.82
Andrew Martin,karen.clark@example.com,USA,1,67,89956.08,31119.51,1171658.39,49937.67
Patricia Garcia,michael.brown@example.com,UK,0,42,60962.05,7063.91,892790.48,81235.93
Sarah Wilson,jane.smith@example.com,UK,1,49,109712.36,33566.65,534008.82,42291.93
Steven Martinez,mark.thompson@example.com,USA,0,60,52718.01,928.6,1081348.86,14514.94
Emily Davis,alex.johnson@example.com,Germany,0,51,159432.97,18707.61,434025.93,49512.58
Steven Martinez,michael.brown@example.com,Germany,0,32,195009.58,4510.03,387755.8,23261.26
John Doe,alex.johnson@example.com,Canada,1,66,88571.94,32314.19,441318.08,7219.75
Karen Clark,patricia.garcia@example.com,UK,1,70,138122.67,4271.47,377951.95,6788.13
Jessica Taylor,jessica.taylor@example.com,UK,1,32,82136.32,3296.11,835819.55,7494.66
John Doe,sarah.wilson@example.com,USA,1,42,61889.17,5268.26,1317239.6,98543.2
Mark Thompson,mark.thompson@example.com,UK,0,43,61955.76,5522.94,451913.96,34179.58
Alex Johnson,emily.davis@example.com,Germany,0,25,48457.32,9801.64,350881.85,31339.73
Andrew Martin,daniel.anderson@example.com,Canada,1,29,51545.67,27946.38,249588.24,81589.18
Michael Brown,karen.clark@example.com,UK,1,68,123255,33071.6,1778409.87,37914.55
John Doe,chris.lee@example.com,Canada,0,50,85785.46,7129.16,404718.21,95064.89
Lisa White,steven.martinez@example.com,USA,0,66,73768.73,31897.88,1155078.66,8031.64
Andrew Martin,patricia.garcia@example.com,Germany,0,45,67993.43,13940.32,610289.27,25835.73
Karen Clark,michael.brown@example.com,Australia,0,58,106182.58,11304.53,866765.9,82214.22
Chris Lee,steven.martinez@example.com,USA,1,25,88850.78,31523.28,840794.34,35307.13
Jane Smith,michael.brown@example.com,UK,1,27,119367.79,11490.6,1040298.22,48533.26
Michael Brown,andrew.martin@example.com,USA,1,42,40106.96,6156.57,115195.9,72176.61
Karen Clark,daniel.anderson@example.com,USA,0,50,82203.47,32560.78,1268446.38,75701.13
Patricia Garcia,jane.smith@example.com,UK,1,67,82018.46,31949.91,297602.9,92018.67
Alex Johnson,john.doe@example.com,Australia,1,33,59139.79,19045.47,708088.37,14258.32
Alex Johnson,emily.davis@example.com,UK,0,55,107375.52,27254.47,425748.8,64386.04
Lisa White,alex.johnson@example.com,Canada,1,52,60264.36,22820.71,930938.12,23874.31
Andrew Martin,sarah.wilson@example.com,USA,1,38,111986.56,22867.01,414993.24,79587.78
Michael Brown,mark.thompson@example.com,UK,0,68,46901.27,4146.83,140852.19,88257.46
Michael Brown,steven.martinez@example.com,Canada,0,25,149256.64,31892.69,864713.23,94997.36
Karen Clark,lisa.white@example.com,USA,1,66,56644.17,1862.2,226258.53,81487.54
Alex Johnson,emily.davis@example.com,Canada,1,24,67306.22,11635.89,282581.84,49336.73
Steven Martinez,jessica.taylor@example.com,UK,1,63,51023.73,18419.94,921979.8,95427.67
Emily Davis,john.doe@example.com,UK,1,65,93794.5,29261.87,466012.68,18136.29
Alex Johnson,michael.brown@example.com,USA,1,49,166063.93,17479.02,310056.67,14727.93
Mark Thompson,lisa.white@example.com,USA,0,33,71583.76,22908.48,852936.93,82924.83
Steven Martinez,john.doe@example.com,Australia,0,39,115133.08,27057.89,270930.9,96306.87
John Doe,michael.brown@example.com,Canada,0,58,34948.45,8146.52,473506.1,61651.36
Patricia Garcia,emily.davis@example.com,UK,0,36,106818.6,4168.87,179800.85,82687.35
Mark Thompson,alex.johnson@example.com,USA,0,25,58092.98,13521.28,1253464.61,85618.15
Alex Johnson,emily.davis@example.com,USA,1,40,104393.01,7979.17,1293862.51,69816.96
Patricia Garcia,chris.lee@example.com,Canada,0,44,72196.17,24821.05,1173684.91,50877.88
Steven Martinez,michael.brown@example.com,UK,1,28,65764.63,28962.81,505776.71,81091.89
Jane Smith,john.doe@example.com,Australia,1,51,103295.68,24600.05,1714279.33,55560.91
Jessica Taylor,mark.thompson@example.com,USA,0,29,110961.22,26218.63,1181981.12,73578.18
Lisa White,daniel.anderson@example.com,Germany,0,26,106554.21,8369.67,288082.81,34528.2
Sarah Wilson,andrew.martin@example.com,Canada,0,45,135248.67,5586.12,1299248.59,49882.84
Andrew Martin,emily.davis@example.com,Canada,1,46,75406.52,15698.24,1015696.86,34042.87
Jessica Taylor,chris.lee@example.com,Canada,1,55,76715.71,12634.92,1077400.11,82098.98
Alex Johnson,chris.lee@example.com,Germany,0,28,152574.18,25836.35,747599.23,51069.03
Patricia Garcia,michael.brown@example.com,Germany,1,18,59164.97,5518.17,944224.14,51099.56
Daniel Anderson,jane.smith@example.com,Canada,0,20,111842.17,31770.78,1131589.99,40442
Andrew Martin,andrew.martin@example.com,USA,1,22,71164.4,24932.48,1026567.05,46926.04
Lisa White,andrew.martin@example.com,Germany,0,56,68827.1,6284.39,942028.97,40728.95
Karen Clark,jane.smith@example.com,Canada,1,60,52687.04,26615.58,88913.61,43591.16
Alex Johnson,lisa.white@example.com,USA,1,45,114924.36,7402.15,1069243.08,30117.58
Daniel Anderson,karen.clark@example.com,Canada,0,62,39849.23,15421.79,619856.15,37632.67
Karen Clark,chris.lee@example.com,Canada,1,23,92980.93,30253.29,801247.94,93396.07
Lisa White,emily.davis@example.com,Canada,1,64,59294.87,23825.4,515307.67,46269.79
Jessica Taylor,alex.johnson@example.com,USA,0,63,98146.96,32262.77,598785.14,72319.43
Jane Smith,john.doe@example.com,UK,1,42,61274.95,25825.47,1139191.9,92835.07
Mark Thompson,lisa.white@example.com,USA,1,53,134385.83,16259.04,420438.86,13005.21
Andrew Martin,mark.thompson@example.com,UK,1,49,147406.78,6581.28,959222.84,64434.76
Lisa White,john.doe@example.com,Australia,0,58,113851.46,34635.99,1094669.85,26987.35
Steven Martinez,chris.lee@example.com,Germany,1,60,50359.81,32156.34,1183764.25,65355.14
Emily Davis,john.doe@example.com,USA,1,43,183782.63,32896.25,1018402.5,30718.94
Emily Davis,karen.clark@example.com,Germany,1,54,55858.59,19016.31,791201.15,21758.25
Emily Davis,steven.martinez@example.com,Canada,1,66,39899.04,24853.37,474864.8,28902.42
John Doe,andrew.martin@example.com,Germany,0,40,102179.02,20826.34,1165434.21,88578.77
Emily Davis,jane.smith@example.com,UK,1,26,145181.25,2937.24,463247.76,17719.41
Patricia Garcia,daniel.anderson@example.com,Australia,1,65,112983.85,33783.68,625982.66,98434.96
Chris Lee,steven.martinez@example.com,Canada,1,31,74418.01,16083.61,1564530.54,98377.09
John Doe,daniel.anderson@example.com,Canada,0,58,66746.03,29365.14,1461579.62,18644.22
Patricia Garcia,karen.clark@example.com,Australia,1,60,89062.06,31527.42,286636.58,60917.61
Michael Brown,steven.martinez@example.com,USA,1,39,67894.72,25743.72,1142619.04,52838.6
Karen Clark,chris.lee@example.com,USA,1,23,123137.57,17873.83,509031.67,45880.11
Steven Martinez,sarah.wilson@example.com,USA,0,24,97725.04,19561.71,1445922.98,75133.91
Karen Clark,john.doe@example.com,Canada,0,66,67252.44,16637.57,879274.12,44444.48
John Doe,emily.davis@example.com,USA,0,21,119166.8,34155.3,290230.48,60474.78
Lisa White,chris.lee@example.com,Australia,0,19,176653.82,17761.31,281077.4,17366.38
Karen Clark,emily.davis@example.com,USA,0,70,95898.74,27022.84,1212801.04,50377.84
Alex Johnson,michael.brown@example.com,Germany,0,65,82714.82,2609.44,484039.41,46753.03
Lisa White,chris.lee@example.com,Australia,1,49,70299.05,18464.1,1593123.85,69838.72
Patricia Garcia,michael.brown@example.com,UK,0,40,145923.44,6312.45,381879.98,24436.38
Alex Johnson,emily.davis@example.com,Germany,0,18,64525.7,10720.08,755717.24,79785.48
Steven Martinez,mark.thompson@example.com,Canada,1,26,53917.98,26071.91,1176100.95,88096.5
Alex Johnson,emily.davis@example.com,Germany,0,55,49170.45,1658.81,681654.65,86331.37
Sarah Wilson,karen.clark@example.com,USA,0,39,105352.77,12760.16,325078.43,75488.57
Emily Davis,chris.lee@example.com,Canada,0,53,36515.83,33894.17,347788.63,82075.54
John Doe,michael.brown@example.com,Germany,0,33,97797.93,16012.59,214738.49,56944.02
Andrew Martin,chris.lee@example.com,Germany,0,24,61853.41,12469.42,442665.37,86808.31
Chris Lee,karen.clark@example.com,Canada,1,67,116369.95,29172.39,961952.98,30168.42
Michael Brown,michael.brown@example.com,Canada,0,36,58267.01,16563.96,324613.14,46672.27
Steven Martinez,karen.clark@example.com,USA,0,53,128904.99,25082.54,1221517.32,25780.79
